index,prediction
7902,355.0 millilitre
7907,7.40 volt
7908,
7915,
7919,100.0 watt
7921,300.0 pound
7923,1370.0 watt
7924,
7925,110.0 volt
7933,
7943,
7946,
7948,
7961,
7972,
7984,200.0 pound
7989,400.0 millilitre
7990,110.0 pound
7992,
7994,
7995,
8003,
8010,
8012,
8017,
8018,1500.0 watt
8019,331.0 pound
8021,
8025,6.0 volt
8027,
8030,
8031,
8038,
8044,
8045,
8048,
8053,
8054,
8056,
8057,
8061,330.0 pound
8064,
8065,1210.0 volt
8066,
8071,12.0 volt
8073,
8086,285.0 pound
8091,5.0 volt
8098,
8099,
8103,
8104,
8109,
8112,440.0 pound
8113,
8123,751.75 watt
8124,
8136,220.0 pound
8139,
8148,
8149,
8155,
8156,508.0 volt
8157,
8159,
8160,
8161,330.0 pound
8163,200.0 millilitre
8164,
8165,1700.0 watt
8170,330.0 pound
8171,170.0 volt
8172,
8175,150.0 kilogram
8178,
8187,
8191,150.0 kilogram
8194,
8195,30.0 watt
8197,
8198,
8204,
8205,
8206,
8207,
8210,75.0 watt
8211,
8212,75.0 pound
8213,
8214,
8218,220.0 pound
8219,330.0 millilitre
8229,20.0 volt
8240,
8243,
8250,
8255,220.0 pound
8258,
8259,
8268,24.0 volt
8269,
8270,
8273,
8283,
8286,
8287,
8291,1360.0 watt
8292,
8297,120.0 kilogram
8301,170.0 volt
8302,
8304,150.0 pound
8308,1.0 quart
8309,"[220.0, 240.0] volt"
8310,35.0 watt
8325,
8326,
8327,
8332,
8339,
8340,
8347,330.0 pound
8349,2800.0 watt
8363,
8364,
8365,
8366,
8368,250.0 millilitre
8369,1000.0 watt
8378,440.0 pound
8386,
8387,
8388,
8389,
8402,220.0 volt
8403,1400.0 watt
8407,33.0 pound
8409,300.0 kilogram
8410,325.0 pound
8413,32.0 fluid ounce
8414,
8415,
8419,
8420,
8421,56015.0 volt
8423,
8424,
8426,40.0 kilogram
8427,3.70 volt
8428,400.0 pound
8431,12.0 volt
8433,25.0 watt
8435,
8436,
8437,
8438,350.0 pound
8441,150.0 kilogram
8456,
8457,
8461,
8462,
8466,
8467,132.0 pound
8470,
8471,
8472,
8473,12.0 volt
8474,2200.0 watt
8481,
8489,300.0 pound
8496,24.0 volt
8497,
8499,355.0 millilitre
8500,
8501,1500.0 watt
8502,
8506,500.0 pound
8511,1700.0 watt
8514,5.0 centilitre
8515,
8516,
8524,
8525,
8530,
8540,155.0 pound
8541,12.0 fluid ounce
8542,
8550,
8551,
8557,
8559,
8562,1100.0 gram
8575,110.0 pound
8580,
8581,
8586,115.0 volt
8587,800.0 pound
8588,
8589,
8602,120.0 volt
8608,
8626,330.0 pound
8630,
8636,
8637,110.30 watt
8640,220.0 pound
8654,275.0 pound
8657,21.0 volt
8658,
8660,220.0 pound
8661,
8670,
8675,35.0 pound
8677,1000.0 pound
8681,120.0 volt
8683,12.0 volt
8684,
8685,473.0 millilitre
8687,
8688,
8689,
8691,
8692,230.0 volt
8698,
8701,
8702,
8704,250.0 pound
8706,
8708,600.0 watt
8710,300.0 pound
8711,59.0 millilitre
8715,55.0 pound
8716,330.0 pound
8717,30.0 millilitre
8727,400.0 pound
8730,9.60 volt
8732,
8745,12.0 volt
8746,34.4 pound
8749,220.0 pound
8753,243.0 pound
8754,
8755,120.0 volt
8756,48.0 watt
8763,
8764,51.0 watt
8766,12.0 volt
8767,
8784,
8789,
8790,
8793,
8804,110.0 pound
8805,
8808,
8811,
8816,
8817,
8818,220.0 pound
8820,12.0 volt
8830,
8831,
8838,
8839,
8840,
8842,13.90 watt
8843,
8844,
8845,
8846,22.0 pound
8851,
8852,
8854,
8857,12.0 volt
8873,
8878,2.0 volt
8879,
8893,
8894,
8896,
8897,
8901,
8902,120.0 volt
8909,
8910,15.78 watt
8911,240.0 pound
8913,220.0 pound
8915,100.0 gram
8917,
8918,66.60 watt
8919,
8920,300.0 watt
8921,330.0 millilitre
8922,
8923,
8927,180.0 kilogram
8934,
8936,
8940,
8943,39.6 pound
8947,2230303.6 volt
8968,
8970,
8976,100.0 kilogram
8978,
8979,
8981,
8982,
8986,200.0 kilogram
8989,177.0 millilitre
8995,
8996,
8998,
8999,
9001,300.0 pound
9002,
9008,120.0 volt
9011,
9012,
9015,110.0 volt
9016,3.0 watt
9018,80.0 volt
9019,
9021,800.0 pound
9026,350.0 pound
9029,
9036,1450.0 watt
9037,220.0 volt
9044,120.0 pound
9047,473.0 millilitre
9048,
9049,
9052,
9055,1100.0 watt
9056,110.0 volt
9058,
9059,53.20 watt
9060,60.0 watt
9062,154.0 pound
9063,30.0 pound
9064,24.0 volt
9065,250.0 watt
9073,20.0 pound
9092,31044704750.0 millilitre
9094,
9096,110.0 volt
9097,
9100,
9101,
9107,75.0 pound
9118,
9119,
9121,
9122,
9124,14.90 volt
9127,
9128,
9133,
9134,16.90 watt
9135,
9137,
9142,
9143,
9144,550.0 pound
9159,
9160,
9162,115.0 volt
9168,
9182,
9186,
9188,
9189,
9205,
9206,
9220,50.0 kilogram
9227,
9228,8.0 watt
9237,150.0 pound
9239,
9243,1210012.0 volt
9247,70.0 watt
9248,12.0 volt
9249,30.0 pound
9250,1.50 volt
9253,220.0 pound
9257,115.0 volt
9259,
9272,
9273,6.0 volt
9275,
9278,33.0 pound
9279,110.0 pound
9280,330.0 pound
9283,265.0 pound
9291,7.0 watt
9292,
9294,440.0 pound
9298,
9299,
9301,
9304,
9305,
9310,180.0 kilogram
9311,
9312,96.0 watt
9314,
9315,
9325,12.0 volt
9326,
9346,115.0 volt
9351,
9355,12.0 volt
9360,900.0 watt
9361,
9366,175.0 pound
9370,
9371,
9373,550.0 pound
9375,
9378,26.0 pound
9379,1200.0 watt
9380,
9383,
9387,264.0 pound
9393,
9394,
9398,
9408,70.0 pound
9411,50.0 pound
9414,
9415,
9416,
9417,
9419,12.0 volt
9434,
9435,660.0 pound
9439,20.0 kilogram
9451,
9467,325.0 millilitre
9476,
9477,
9478,170.0 pound
9481,24.0 volt
9482,
9484,330.0 pound
9485,
9486,22.0 pound
9488,800.0 pound
9489,54.0 kilogram
9494,
9513,115.0 volt
9514,
9516,
9517,110.0 volt
9518,
9522,
9523,
9535,
9536,1700.0 watt
9537,12.0 volt
9545,
9546,
9555,75.0 pound
9564,"[220.0, 240.0] volt"
9567,
9584,250.0 pound
9586,
9590,10.0 kilogram
9604,
9607,
9608,"[220.0, 240.0] volt"
9623,
9629,
9632,
9637,330.0 pound
9638,265.0 pound
9647,
9661,
9662,
9665,
9666,
9669,
9671,
9673,380.0 pound
9674,
9675,24.0 volt
9679,3.0 volt
9680,
9681,
9683,
9689,
9702,120.0 volt
9703,48.0 watt
9711,
9712,1500.0 watt
9718,
9722,
9723,
9728,500.0 watt
9729,110.0 volt
9732,220.5 pound
9739,
9740,
9741,
9742,
9746,
9747,120.0 millilitre
9748,12.0 volt
9749,
9750,220.0 pound
9758,
9759,8.0 watt
9761,
9762,
9763,
9765,20.0 volt
9772,2.0 watt
9776,
9777,
9779,
9780,
9781,60.0 watt
9784,
9785,
9787,
9788,
9789,
9803,
9804,
9806,
9807,250.0 millilitre
9814,150.0 pound
9820,
9822,
9834,1000.0 watt
9835,
9838,
9840,
9846,
9860,100.0 kilogram
9864,275.0 pound
9866,
9867,
9878,414.0 millilitre
9896,
9897,
9910,800.0 pound
9911,
9912,
9918,
9923,
9925,12.0 volt
9929,
9930,16.33 watt
9931,
9936,220.0 pound
9948,
9961,
9962,20.0 watt
9965,350.0 pound
9966,
9968,
9978,127212.0 volt
9983,
9994,
9997,
9999,300.0 pound
10018,
10025,3.70 volt
10026,330.0 pound
10029,
10030,
10038,
10041,
10045,400.0 pound
10054,
10055,
10064,330.0 pound
10066,
10084,
10094,
10098,
10104,
10105,
10111,15.0 kilogram
10114,13.90 volt
10116,330.0 pound
10117,
10118,160.0 pound
10119,
10120,
10123,
10125,
10126,
10127,220.0 pound
10128,110.0 volt
10129,800.0 watt
10134,330.0 pound
10135,60.0 pound
10138,
10139,150.0 pound
10148,50.0 gram
10150,25.0 volt
10154,
10159,
10160,
10164,
10168,
10174,
10178,
10179,
10180,
10199,
10200,
10207,50.0 watt
10208,
10214,250.0 pound
10219,
10220,
10222,
10223,3.0 watt
10229,330.0 pound
10231,
10232,
10235,300000.0 watt
10237,110.0 volt
10239,
10242,1200.0 watt
10243,
10244,
10245,
10254,
10257,180.0 pound
10262,22.0 watt
10263,220.0 volt
10264,1500.0 gram
10273,
10274,
10277,500.0 watt
10278,
10292,300.0 pound
10296,
10302,
10303,150.0 kilogram
10304,
10305,30
10309,
10314,
10315,450
10317,
10322,
10323,
10326,
10330,38.0 watt
10332,
10333,
10343,330.0 millilitre
10347,300.0 kilogram
10361,2014
10370,
10379,11.0 ounce
10391,5.0 volt
10392,
10393,12.0 volt
10401,
10407,80
10408,
10409,
10410,6.0 volt
10417,20.0 volt
10430,
10432,
10433,
10436,48.0 watt
10437,120.0 volt
10439,350.0 pound
10440,60.0 pound
10449,
10450,
10454,
10457,120.0 volt
10459,56.0 watt
10460,20.0 pound
10461,
10467,
10476,
10484,
10493,16.0 ounce
10500,
10516,473.0 millilitre
10519,5.0 volt
10523,
10526,
10528,200.0 millilitre
10530,
10531,51.0 watt
10535,
10536,
10542,
10543,110.0 pound
10551,
10552,
10555,
10556,265.0 pound
10560,
10569,
10570,140.0 watt
10573,
10574,5.0 volt
10576,300.0 pound
10579,
10580,
10581,30.0 pound
10584,
10586,1000.0 gram
10588,60.0 watt
10589,
10590,
10592,100.0 watt
10598,220.0 pound
10601,150.0 pound
10602,
10603,300.0 watt
10604,"[220.0, 240.0] volt"
10608,300.0 pound
10609,1200.0 watt
10610,
10611,400.0 pound
10614,660.0 pound
10619,
10621,27.0 watt
10626,
10628,
10629,2.0 gallon
10634,
10635,330.0 pound
10636,3000.0 pound
10639,1200.0 watt
10646,
10647,36.5
10648,
10661,
10668,300.0 pound
10669,
10679,
10686,330.0 millilitre
10687,20.0 volt
10697,800.0 pound
10699,5.0 volt
10700,
10702,
10705,
10719,
10721,
10722,
10723,9.60 volt
10728,
10731,50
10732,110.0 volt
10733,400.0 watt
10735,
10755,
10757,330.0 pound
10763,
10764,150.0 watt
10773,
10781,200.0 kilogram
10788,
10791,59.0 millilitre
10801,25.0 pound
10802,
10803,
10804,
10806,12.0 volt
10807,360
10816,660.0 pound
10817,2000.0 watt
10818,600.0 pound
10819,17
10820,3000.0 kilowatt
10821,
10822,"[220.0, 240.0] volt"
10823,
10829,
10833,7.40 volt
10834,150.0 watt
10849,
10854,48.0 watt
10855,
10856,
10857,5.0 volt
10859,5.0 volt
10862,355.0 millilitre
10865,330.0 pound
10868,300.0 pound
10870,138.0 volt
10874,
10876,7.40 volt
10877,
10896,70
10901,
10902,
10910,
10911,220.0 pound
10912,136.0 kilogram
10914,200.0 pound
10918,
10919,18.0 volt
10925,35.0 pound
10931,
10932,
10944,
10945,
10952,
10953,60.0 watt
10955,600.0 pound
10956,150.0 kilogram
10959,25.0 kilogram
10962,220.0 volt
10963,1200.0 watt
10969,946.0 millilitre
10970,591.0 millilitre
10971,
10972,
10973,
10977,550.0 pound
10986,300.0 pound
10988,26.4
10996,12.0 volt
10997,
11004,450.0 pound
11007,12.0 volt
11008,55
11015,
11017,
11018,200.0 pound
11022,350
11040,
11041,75.0 watt
11049,800.0 pound
11060,
11061,350.0 pound
11063,
11064,9.60 volt
11065,33.0 pound
11073,25.0 watt
11074,
11080,330.0 pound
11081,330.0 pound
11083,
11084,
11085,12.0 volt
11090,
11091,
11125,
11145,330.0 pound
11146,
11147,1.0 watt
11149,
11150,
11155,
11157,20
11158,2
11173,
11190,300.0 pound
11193,
11206,330.0 pound
11207,
11209,
11210,
11212,120.0 volt
11214,150.0 pound
11217,120.0 volt
11218,3520.0 watt
11224,
11225,
11226,
11231,
11232,
11237,
11238,
11248,1300.0 watt
11249,
11256,
11258,
11259,
11266,11.40 volt
11287,
11291,68
11293,264.0 pound
11315,1700.0 watt
11316,
11319,110.0 pound
11321,7.40 volt
11323,
11334,
11335,65.0 watt
11344,1700.0 watt
11345,
11351,330.0 pound
11355,5.0 watt
11356,
11359,1360.0 watt
11360,250.0 volt
11370,
11373,18.0 volt
11374,
11375,
11376,12.0 volt
11378,
11380,
11385,
11386,6
11388,200
11391,"[220.0, 240.0] volt"
11392,
11396,
11397,
11402,15
11403,325.0 millilitre
11404,0.0 kilogram
11408,
11411,
11412,1500.0 watt
11413,5.0 volt
11415,265.0 pound
11418,330.0 millilitre
11422,38.0 watt
11423,
11426,
11427,
11429,60.0 millilitre
11439,
11440,800.0 watt
11457,
11458,
11462,355.0 millilitre
11465,
11466,12.0 volt
11468,
11476,3.70 volt
11477,115.0 volt
11478,
11482,
11486,330.0 pound
11489,3
11495,5.0 volt
11500,286.0 pound
11501,
11504,60.0 pound
11505,591.0 millilitre
11515,
11519,
11520,
11526,
11527,130.0 pound
11544,
11545,
11546,
11547,400.0 watt
11548,220.0 volt
11553,750.0 pound
11555,
11565,
11566,
11572,
11573,4.0 watt
11576,12.0 volt
11584,300.0 pound
11592,
11593,
11595,400.0 pound
11598,56.0 watt
11600,120.0 volt
11611,330.0 pound
11614,473.0 millilitre
11618,10
11619,
11620,355.0 millilitre
11623,
11624,
11626,275
11628,
11642,1.50 volt
11643,
11648,600.0 pound
11656,1000.0 watt
11657,
11659,150.0 pound
11670,
11671,
11672,1000.0 watt
11686,
11687,
11690,
11691,
11692,220.0 volt
11693,1300.0 watt
11699,
11700,12.0 volt
11706,
11708,220.0 pound
11709,120.0 volt
11715,
11716,
11717,
11718,
11719,
11733,265.0 pound
11744,
11747,
11749,
11756,
11757,
11761,100
11768,
11769,12.0 volt
11770,6.0 watt
11771,
11772,
11779,
11782,3.0 watt
11783,
11784,
11786,
11788,440.0 pound
11789,
11791,48.0 watt
11793,120.0 volt
11798,132.0 pound
11802,350.0 pound
11806,
11809,120.0 volt
11812,220.0 pound
11814,
11815,
11816,
11825,
11837,
11838,
11840,48.0 pound
11847,120.0 watt
11848,
11851,
11852,25.0 pound
11860,
11861,
11862,120.0 volt
11863,1350.0 watt
11868,27.6
11871,750.0 millilitre
11873,
11874,"[220.0, 240.0] volt"
11875,
11884,3.0 millilitre
11892,600489
11897,600.0 watt
11899,
11902,20
11905,7.40 volt
11906,150.0 watt
11910,
11911,
11912,
11914,
11915,5.0 volt
11916,60
11917,
11933,20.0 volt
11935,"[220.0, 240.0] volt"
11936,
11940,
11941,115.0 volt
11943,500.0 watt
11944,110.0 volt
11951,
11957,68.0 kilogram
11972,
11980,8.0 ton
11989,500.0 millilitre
11994,30.0 pound
12000,6.0 kilowatt
12002,
12013,42106.6
12014,
12022,120.0 pound
12023,12.0 volt
12026,
12032,265.0 pound
12033,80.0 kilogram
12041,450.0 pound
12049,
12050,30.0 pound
12057,80
12063,440.0 pound
12073,243.0 pound
12075,150.0 watt
12076,110.0 volt
12083,155.0 pound
12084,230.0 volt
12086,5.0 volt
12087,
12095,
12096,"[220.0, 240.0] volt"
12105,250.0 pound
12116,150.0 kilogram
12127,
12142,
12143,
12145,
12152,
12153,5.0 volt
12159,355.0 millilitre
12173,12.0 volt
12186,
12193,300.0 pound
12195,22.0 pound
12196,1.8 litre
12201,350.0 pound
12206,
12208,
12223,
12225,
12230,173
12233,100
12236,12.0 volt
12237,
12238,6
12243,75
12248,
12249,
12266,180
12270,55.50 volt
12273,
12277,128.0 fluid ounce
12280,
12283,830.0 millilitre
12286,
12290,473.0 millilitre
12292,
12296,
12297,
12298,300.0 watt
12309,"[220.0, 240.0] volt"
12310,
12313,
12320,
12326,12.2 kilogram
12332,
12334,
12335,115.0 volt
12339,2.0 watt
12340,
12341,24.0 volt
12343,
12345,176.0 pound
12350,20.0 volt
12351,
12352,
12353,25
12359,
12360,
12362,
12363,61.0 watt
12374,9.0 kilogram
12377,220.0 pound
12378,250.0 pound
12379,
12380,
12382,
12383,
12391,44.0 pound
12392,
12398,
12399,
12401,
12405,
12406,
12408,
12409,
12418,0.0 kilogram
12424,
12432,
12434,150.0 kilogram
12436,44.1 pound
12438,4.0 watt
12440,5.0 watt
12441,24.0 volt
12450,
12452,450.0 pound
12454,165.0 pound
12459,12.0 volt
12460,
12464,65.0 watt
12465,
12466,
12468,
12471,1.0 volt
12472,25.0 watt
12494,150.0 kilogram
12498,5.10 watt
12499,12.0 volt
12500,22.0 pound
12503,
12505,
12506,330.0 pound
12510,11.0 pound
12514,110.0 pound
12521,75.0 pound
12522,500.0 millilitre
12523,
12524,
12526,
12528,44.0 pound
12533,35.0 pound
12535,
12540,
12546,330.0 pound
12552,
12558,660.0 millilitre
12574,
12596,
12597,
12600,330.0 pound
12601,11
12603,
12604,
12614,
12615,5.0 volt
12616,80.0 watt
12617,265.0 pound
12621,710.0 gram
12624,22.0 pound
12632,12.0 volt
12635,2.2 pound
12636,300.0 pound
12637,330.0 pound
12645,
12649,
12650,1012.0 volt
12654,3.0 watt
12655,
12669,
12670,18.0 volt
12674,
12675,
12678,250.0 pound
12680,
12681,330.0 pound
12692,
12694,78.3 pound
12696,120.0 volt
12697,36.0 watt
12700,340.0 millilitre
12704,5
12705,
12708,9.0 watt
12721,600.0 pound
12727,260.0 volt
12729,
12730,1750.0 watt
12731,
12732,100.0 millilitre
12733,
12734,
12738,4.7 pound
12744,
12745,
12753,900.0 watt
12755,
12763,150.0 pound
12766,
12767,330.0 pound
12771,800.0 watt
12772,120.0 kilogram
12775,1500.0 watt
12776,
12792,
12793,700.0 watt
12798,
12799,
12800,
12804,
12805,
12806,
12809,333.0 millilitre
12810,
12811,
12812,7.0 volt
12814,
12827,
12828,
12833,55.0 watt
12834,
12837,18.0 watt
12838,
12839,12.68 watt
12840,
12842,21.60 volt
12843,
12850,
12853,100.0 watt
12854,
12867,
12868,550.0 pound
12889,3.0 watt
12890,120.0 volt
12907,147.0 millilitre
12909,200.0 pound
12913,
12914,
12915,5.0 volt
12930,500.0 millilitre
12931,110.0 pound
12933,
12934,
12935,60.0 volt
12937,
12938,24.0 volt
12948,
12952,2.0 volt
12962,12.0 volt
12971,
12980,
12981,591.0 millilitre
13007,
13008,330.0 millilitre
13009,300.0 watt
13011,7800
13016,3.70 volt
13027,600
13028,242.0 pound
13053,180.0 pound
13055,750.0 watt
13056,
13065,
13066,22.0 watt
13068,
13069,
13071,
13072,50.0 ton
13073,300.0 pound
13074,
13075,1200.0 watt
13076,180.0 kilogram
13079,175.0 millilitre
13089,3000.0 watt
13090,
13103,12.0 volt
13105,
13115,150.0 kilogram
13123,
13124,
13129,31
13130,
13131,
13132,7.45 volt
13139,
13141,8.0 kilogram
13142,
13143,7.40 volt
13147,12.0 volt
13158,10
13163,100200400
13164,400.0 pound
13168,
13169,650.0 pound
13170,760.0 gram
13181,2.0 volt
13182,
13185,
13186,9.0 volt
13191,
13207,
13208,
13211,200.0 pound
13213,
13214,
13215,600.0 watt
13218,
13219,
13225,200.0 watt
13230,60.0 millilitre
13238,20.0 kilogram
13239,
13242,
13244,
13245,13.70 volt
13253,473.0 millilitre
13263,2000.0 volt
13264,1.0 watt
13266,
13275,355.0 millilitre
13277,45.0 kilogram
13280,
13282,7800
13288,
13289,500.0 millilitre
13290,
13291,
13292,3003072.0 volt
13293,3003072.0 watt
13297,
13306,
13307,
13310,
13311,
13317,
13319,
13320,
13329,36.0 volt
13330,1000.0 watt
13331,
13338,
13339,
13356,
13362,
13364,250.0 pound
13379,130.0 kilogram
13381,21.0 volt
13385,5.0 watt
13387,40.5
13388,350.0 pound
13389,
13393,
13396,
13398,350
13405,265.0 pound
13415,
13419,3.70 volt
13420,
13421,
13423,154.0 pound
13425,
13426,
13446,
13449,12.0 volt
13450,176.4 pound
13457,
13465,240.0 pound
13467,
13470,
13476,750.0 watt
13477,"[220.0, 240.0] volt"
13481,1500.0 watt
13483,110.0 volt
13485,330.0 pound
13487,30.0 pound
13498,
13499,24.0 volt
13500,
13503,440.0 pound
13506,1000
13507,350.0 pound
13508,
13515,330.0 pound
13518,
13522,1.0 watt
13523,
13528,11.0 pound
13529,
13530,
13536,1500.0 watt
13537,
13538,1.0 ton
13549,
13555,
13556,50.0 watt
13557,40.0 watt
13559,
13567,5
13571,
13575,5.0 volt
13579,18.0 watt
13585,
13594,
13595,
13600,300.0 pound
13619,
13620,
13635,265.0 pound
13637,50
13644,
13647,200.0 kilogram
13653,120.0 volt
13654,
13663,360
13664,
13671,"[220.0, 240.0] volt"
13672,
13674,
13675,
13679,
13680,
13683,264.0 pound
13684,12.0 volt
13688,50.0 kilogram
13699,30
13702,
13703,
13704,330.0 pound
13706,25.0 pound
13707,12.0 volt
13708,10.0 watt
13710,
13712,120.0 kilogram
13714,
13719,200.0 pound
13726,20
13735,176.0 pound
13739,
13740,
13744,150.0 pound
13748,
13750,300
13751,
13755,660.0 pound
13765,
13772,550.0 pound
13773,350.0 pound
13779,33.0 pound
13786,30.0 pound
13787,118.0 millilitre
13788,2000.0 watt
13789,
13791,200.0 kilogram
13792,660.0 pound
13802,
13803,
13809,66.0 pound
13811,50
13816,946.0 millilitre
13820,
13821,150.0 kilogram
13827,660.0 pound
13828,200.0 pound
13831,
13834,300.0 pound
13838,900.0 pound
13841,500.0 pound
13843,
13854,110.0 volt
13855,600.0 watt
13859,
13865,
13866,
13868,2.0 watt
13872,330.0 pound
13877,400.0 pound
13882,
13883,
13890,
13891,
13895,"220[220.0, 240.0] volt"
13896,
13904,12.0 volt
13905,30.0 pound
13908,
13909,
13912,600.0 watt
13913,
13919,8.0 volt
13920,13.0 ounce
13922,110.0 pound
13931,10.0 pound
13932,70.0 kilogram
13933,
13934,
13940,
13941,
13958,1800.0 watt
13959,120.0 volt
13961,
13962,
13963,500.0 pound
13965,120.0 millilitre
13966,300.0 pound
13969,
13974,
13975,2200.0 watt
13976,242.5 pound
13981,
13987,330.0 pound
13988,
14004,
14005,
14006,5.0 volt
14013,12.0 volt
14015,661.0 pound
14028,
14033,4.80 volt
14034,11.0 ounce
14035,
14036,
14042,
14043,
14045,40.0 volt
14046,
14047,
14051,1000.0 pound
14055,3333
14060,110.0 volt
14061,
14083,200.0 kilogram
14087,132.0 pound
14105,100.0 millilitre
14106,
14111,95.0 pound
14114,12.0 watt
14115,
14127,45.0 pound
14143,198.0 pound
14144,50.0 kilogram
14145,
14146,115.0 volt
14147,350.0 pound
14151,1.0 kilogram
14152,
14154,4.80 volt
14161,600.0 watt
14162,
14163,
14164,
14166,2200.0 watt
14167,220.0 volt
14169,
14172,220.0 pound
14174,
14181,220.0 pound
14184,44
14187,
14189,330.0 pound
14197,16.0 gram
14199,220.0 pound
14204,
14205,
14209,
14211,
14217,500.0 millilitre
14218,325.0 millilitre
14226,
14227,
14229,
14241,40
14244,100
14246,120.0 watt
