,index,prediction
963,6225,80.0 millilitre
390,6239,10.0 watt
628,6241,2.0 volt
391,6242,180.0 watt
970,6248,
629,6253,
972,6254,
392,6258,
630,6259,
376,6263,320.0 pound
393,6265,1.80 watt
631,6266,
377,6268,75.0 ton
378,6272,24.3 pound
394,6275,4.0 watt
632,6276,
379,6279,220.0 pound
1009,6280,
633,6301,
634,6304,
395,6305,17.0 watt
396,6312,1300.0 watt
635,6313,
1054,6314,60.0 millilitre
1046,6325,946.0 millilitre
397,6334,
636,6335,220.0 volt
1050,6344,77.0 millilitre
1032,6349,500.0 millilitre
637,6357,
398,6358,
638,6361,12.0 volt
399,6366,
639,6367,12.0 volt
1013,6373,
380,6376,300.0 pound
400,6378,650.0 watt
640,6380,
381,6381,450.0 pound
382,6386,33.0 pound
641,6387,12.0 volt
383,6388,
401,6403,
642,6405,
384,6409,200.0 pound
402,6411,
890,6418,
643,6427,
644,6429,
897,6445,500.0 millilitre
385,6448,
645,6449,
403,6450,2614.0 watt
386,6453,100.0 pound
387,6454,300.0 pound
388,6459,265.0 pound
389,6475,
646,6479,
404,6480,
405,6487,7801200.0 watt
647,6488,
648,6489,
390,6499,
649,6502,120.0 volt
406,6503,100.0 watt
888,6504,
650,6507,
407,6510,
651,6511,
652,6518,
653,6519,3.70 volt
870,6524,473.0 millilitre
654,6525,
408,6526,
655,6533,125.0 volt
409,6534,5.0 watt
391,6535,650.0 pound
410,6541,
874,6546,5.0 gallon
876,6547,355.0 millilitre
411,6557,
656,6561,
412,6562,
413,6566,
657,6567,
392,6569,8.0 ounce
393,6571,300.0 pound
414,6572,
658,6573,12.0 volt
415,6575,
659,6576,
660,6580,
416,6583,
661,6584,
394,6586,600.0 pound
662,6594,12.0 volt
417,6595,
935,6597,
941,6618,473.0 millilitre
663,6622,
664,6631,
418,6632,
946,6635,330.0 millilitre
419,6643,
665,6644,
666,6646,120.0 volt
420,6647,48.0 watt
421,6651,1000.0 watt
667,6652,
668,6653,
422,6654,
395,6655,400.0 pound
669,6660,21.60 volt
423,6664,
670,6665,
396,6671,350.0 pound
671,6673,12.0 volt
672,6676,
397,6681,60.0 kilogram
915,6685,
398,6686,
673,6689,110.0 volt
424,6690,135.0 watt
425,6693,65.0 watt
399,6723,3.0 kilogram
674,6743,
400,6757,40.0 kilogram
426,6763,
1179,6765,
1181,6766,
427,6767,1300.0 watt
675,6768,
428,6770,750.0 watt
676,6771,220.0 volt
677,6775,
429,6776,1355.0 watt
401,6777,360.0 pound
430,6781,
678,6782,
402,6783,44.0 pound
403,6793,40.0 pound
679,6801,5.0 volt
431,6802,1600.0 watt
680,6804,
432,6806,
1195,6811,355.0 millilitre
404,6812,
405,6813,176.0 pound
433,6815,
681,6816,"[220.0, 240.0] volt"
434,6820,
682,6821,
406,6823,450.0 pound
435,6824,30.0 watt
683,6825,
407,6827,
408,6832,
409,6833,300.0 pound
684,6842,
436,6843,110.0 watt
685,6849,
686,6857,
437,6858,35.0 watt
687,6859,120.0 volt
410,6865,660.0 pound
1154,6866,
438,6867,
688,6868,12.0 volt
439,6869,4.0 watt
689,6870,120.0 volt
411,6871,50.0 pound
412,6872,
1156,6873,
690,6874,
440,6875,
413,6876,185.0 pound
691,6885,
1158,6886,600.0 millilitre
692,6890,18.0 volt
441,6896,
1167,6897,
693,6899,
442,6903,1.50 watt
694,6904,
1170,6907,
695,6908,
443,6909,
414,6913,40.0 pound
415,6915,220.0 pound
416,6916,
444,6922,48.50 watt
696,6924,
1199,6925,
417,6930,265.0 pound
418,6931,30.0 pound
445,6948,
697,6949,230.0 volt
698,6951,
446,6952,14.13 watt
447,6959,
699,6960,
700,6962,208.0 volt
448,6966,
701,6967,"[220.0, 240.0] volt"
702,6977,115.0 volt
703,6978,
449,6979,
419,6987,33.0 pound
704,6990,
705,6992,
420,6993,
421,6994,330.0 pound
706,6995,120.0 volt
450,6996,1800.0 watt
422,7002,1.1 pound
451,7006,
707,7008,
452,7009,
453,7010,300.0 watt
423,7018,220.0 pound
424,7022,1000.0 pound
708,7026,5.0 volt
454,7035,
709,7036,230.0 volt
425,7040,330.0 pound
455,7042,
710,7043,
456,7044,
711,7045,
426,7050,330.0 pound
712,7051,
713,7052,12.0 volt
714,7057,
457,7058,
427,7060,50.0 kilogram
715,7076,
458,7077,75.0 watt
716,7078,
428,7082,800.0 pound
717,7084,12.0 volt
459,7085,
718,7087,
460,7088,
429,7092,176.0 pound
719,7094,
461,7095,600.0 watt
720,7100,
462,7101,1700.0 watt
721,7122,
1207,7123,250.0 millilitre
722,7126,
463,7127,
723,7130,12.0 volt
464,7133,
724,7134,120.0 volt
465,7135,1500.0 watt
725,7136,
430,7142,330.0 pound
726,7151,120.0 volt
466,7152,5.0 watt
727,7154,
467,7155,
431,7158,330.0 pound
728,7159,
432,7161,
729,7162,
730,7163,21.0 volt
731,7167,
732,7188,
433,7189,30.0 pound
434,7193,
733,7202,
468,7203,
469,7206,700.0 watt
734,7207,
435,7229,
1085,7230,296.0 millilitre
470,7235,45.0 watt
735,7236,
736,7240,
471,7241,
737,7249,110.0 volt
738,7259,12.0 volt
472,7260,1.60 watt
436,7270,330.0 pound
437,7278,220.0 pound
1094,7281,
438,7283,100.0 pound
473,7287,100.0 watt
739,7288,12.0 volt
439,7290,50.0 pound
1097,7292,3.0 millilitre
440,7298,176.0 pound
474,7299,1000.0 watt
740,7300,
741,7304,
441,7307,
742,7309,12.0 volt
442,7312,800.0 pound
1100,7320,250.0 millilitre
743,7334,
744,7335,
443,7338,
745,7339,220.0 volt
475,7350,
746,7351,
747,7357,
476,7358,
477,7362,
748,7363,
749,7365,
444,7376,150.0 kilogram
445,7380,
446,7385,264.0 pound
750,7387,
1073,7415,18.0 millilitre
478,7416,
751,7417,20.0 volt
752,7419,110.0 volt
753,7428,20.0 volt
447,7431,
754,7440,7.40 volt
479,7441,
1130,7448,12.0 fluid ounce
755,7455,
756,7471,
757,7476,400.0 volt
480,7477,10.72 kilowatt
758,7478,24.0 volt
481,7479,67.0 watt
448,7483,145.0 pound
759,7488,
482,7489,
449,7496,100.0 kilogram
1146,7504,
760,7508,120.0 volt
483,7509,
484,7517,1350.0 watt
761,7518,
485,7523,800.0 watt
450,7529,33.0 pound
451,7534,350.0 pound
762,7536,
452,7538,
763,7540,5.0 volt
1107,7546,240.0 millilitre
764,7547,12.0 volt
486,7548,1.10 watt
765,7551,3.30 volt
766,7565,120.0 volt
487,7566,42877.0 watt
488,7570,40.0 watt
767,7571,
453,7577,90.0 kilogram
454,7578,330.0 pound
768,7579,18.0 volt
769,7581,
455,7584,100.0 gram
456,7597,330.0 pound
489,7606,1800.0 watt
770,7607,
1119,7608,
490,7611,1.20 watt
771,7612,24.0 volt
1121,7613,
772,7622,
491,7623,
773,7633,
492,7634,
774,7647,
493,7648,1500.0 watt
775,7649,
494,7650,
776,7652,"[220.0, 240.0] volt"
457,7653,243.0 pound
777,7654,
495,7656,
778,7657,
458,7666,150.0 kilogram
2148,7667,
459,7670,330.0 pound
2150,7671,355.0 millilitre
779,7685,
780,7686,
496,7687,
497,7696,280.0 watt
781,7697,
782,7706,120.0 volt
498,7709,
783,7710,
499,7711,2.0 watt
784,7712,
500,7716,55.0 watt
785,7717,277.0 volt
501,7719,
786,7720,115.0 volt
787,7733,12.0 volt
788,7737,12.0 volt
502,7738,3.60 watt
789,7739,
503,7740,
460,7742,30.0 kilogram
790,7746,120.0 volt
504,7747,7.0 watt
505,7755,
791,7756,
506,7764,
792,7765,"[220.0, 240.0] volt"
793,7769,
507,7773,500.0 watt
461,7780,440.0 pound
794,7783,178.0 volt
508,7793,
795,7794,9.60 volt
462,7806,
796,7817,
509,7818,500.0 watt
510,7826,
797,7828,
463,7832,20.0 pound
464,7835,8.0 pound
798,7836,220.0 volt
511,7837,1400.0 watt
799,7838,
465,7839,1.0 ton
2131,7841,
512,7842,
800,7843,
513,7844,1600.0 watt
801,7845,220.0 volt
514,7846,
466,7847,
467,7848,
468,7849,11.0 pound
2132,7851,125.0 millilitre
802,7855,
515,7856,300.0 watt
803,7857,
469,7859,50.0 pound
804,7860,
516,7861,1800.0 watt
2139,7870,330.0 millilitre
2164,7875,250.0 millilitre
470,7876,550.0 pound
471,7889,
472,7891,286.0 pound
473,7897,12.0 pound
2197,7902,355.0 millilitre
805,7907,7.40 volt
517,7908,
518,7915,
519,7919,100.0 watt
474,7921,300.0 pound
520,7923,1370.0 watt
806,7924,
807,7925,110.0 volt
808,7933,
809,7943,
521,7946,
810,7948,
522,7961,
811,7972,
475,7984,200.0 pound
2169,7989,400.0 millilitre
476,7990,110.0 pound
523,7992,
812,7994,
813,7995,
2172,8003,
814,8010,
524,8012,
815,8017,
525,8018,1500.0 watt
477,8019,331.0 pound
2176,8021,
816,8025,6.0 volt
817,8027,
526,8030,
818,8031,
819,8038,
820,8044,
527,8045,
2183,8048,
821,8053,
822,8054,
528,8056,
823,8057,
478,8061,330.0 pound
529,8064,
824,8065,1210.0 volt
825,8066,
826,8071,12.0 volt
530,8073,
479,8086,285.0 pound
827,8091,5.0 volt
828,8098,
531,8099,
532,8103,
829,8104,
830,8109,
480,8112,440.0 pound
831,8113,
533,8123,751.75 watt
832,8124,
481,8136,220.0 pound
833,8139,
534,8148,
834,8149,
835,8155,
836,8156,508.0 volt
535,8157,
482,8159,
483,8160,
484,8161,330.0 pound
2061,8163,200.0 millilitre
837,8164,
536,8165,1700.0 watt
485,8170,330.0 pound
838,8171,170.0 volt
537,8172,
486,8175,150.0 kilogram
839,8178,
487,8187,
488,8191,150.0 kilogram
489,8194,
538,8195,30.0 watt
539,8197,
840,8198,
2045,8204,
2055,8205,
540,8206,
841,8207,
541,8210,75.0 watt
842,8211,
490,8212,75.0 pound
542,8213,
843,8214,
491,8218,220.0 pound
2044,8219,330.0 millilitre
844,8229,20.0 volt
492,8240,
845,8243,
846,8250,
493,8255,220.0 pound
543,8258,
847,8259,
848,8268,24.0 volt
544,8269,
849,8270,
850,8273,
494,8283,
2036,8286,
851,8287,
545,8291,1360.0 watt
852,8292,
495,8297,120.0 kilogram
853,8301,170.0 volt
546,8302,
496,8304,150.0 pound
2038,8308,1.0 quart
854,8309,"[220.0, 240.0] volt"
547,8310,35.0 watt
855,8325,
856,8326,
548,8327,
497,8332,
549,8339,
857,8340,
498,8347,330.0 pound
550,8349,2800.0 watt
2106,8363,
858,8364,
859,8365,
551,8366,
2108,8368,250.0 millilitre
552,8369,1000.0 watt
499,8378,440.0 pound
860,8386,
553,8387,
554,8388,
861,8389,
862,8402,220.0 volt
555,8403,1400.0 watt
500,8407,33.0 pound
501,8409,300.0 kilogram
502,8410,325.0 pound
2093,8413,32.0 fluid ounce
863,8414,
556,8415,
2079,8419,
557,8420,
864,8421,56015.0 volt
865,8423,
558,8424,
503,8426,40.0 kilogram
866,8427,3.70 volt
504,8428,400.0 pound
867,8431,12.0 volt
559,8433,25.0 watt
868,8435,
560,8436,
869,8437,
505,8438,350.0 pound
506,8441,150.0 kilogram
561,8456,
870,8457,
871,8461,
562,8462,
2081,8466,
507,8467,132.0 pound
872,8470,
873,8471,
563,8472,
874,8473,12.0 volt
564,8474,2200.0 watt
875,8481,
508,8489,300.0 pound
876,8496,24.0 volt
565,8497,
2085,8499,355.0 millilitre
509,8500,
566,8501,1500.0 watt
877,8502,
510,8506,500.0 pound
567,8511,1700.0 watt
2088,8514,5.0 centilitre
878,8515,
568,8516,
2089,8524,
879,8525,
880,8530,
511,8540,155.0 pound
2337,8541,12.0 fluid ounce
881,8542,
882,8550,
569,8551,
570,8557,
2341,8559,
512,8562,1100.0 gram
513,8575,110.0 pound
883,8580,
571,8581,
884,8586,115.0 volt
514,8587,800.0 pound
885,8588,
572,8589,
886,8602,120.0 volt
887,8608,
515,8626,330.0 pound
2320,8630,
888,8636,
573,8637,110.30 watt
516,8640,220.0 pound
517,8654,275.0 pound
889,8657,21.0 volt
574,8658,
518,8660,220.0 pound
2321,8661,
890,8670,
519,8675,35.0 pound
520,8677,1000.0 pound
891,8681,120.0 volt
892,8683,12.0 volt
575,8684,
2326,8685,473.0 millilitre
893,8687,
576,8688,
894,8689,
577,8691,
895,8692,230.0 volt
896,8698,
897,8701,
578,8702,
521,8704,250.0 pound
898,8706,
579,8708,600.0 watt
522,8710,300.0 pound
2330,8711,59.0 millilitre
523,8715,55.0 pound
524,8716,330.0 pound
2356,8717,30.0 millilitre
525,8727,400.0 pound
899,8730,9.60 volt
580,8732,
900,8745,12.0 volt
526,8746,34.4 pound
527,8749,220.0 pound
528,8753,243.0 pound
901,8754,
902,8755,120.0 volt
581,8756,48.0 watt
903,8763,
582,8764,51.0 watt
904,8766,12.0 volt
905,8767,
583,8784,
584,8789,
906,8790,
529,8793,
530,8804,110.0 pound
531,8805,
907,8808,
532,8811,
908,8816,
585,8817,
533,8818,220.0 pound
909,8820,12.0 volt
910,8830,
586,8831,
2397,8838,
911,8839,
587,8840,
588,8842,13.90 watt
912,8843,
589,8844,
913,8845,
534,8846,22.0 pound
914,8851,
590,8852,
591,8854,
915,8857,12.0 volt
592,8873,
916,8878,2.0 volt
593,8879,
917,8893,
918,8894,
919,8896,
920,8897,
2382,8901,
921,8902,120.0 volt
922,8909,
594,8910,15.78 watt
535,8911,240.0 pound
536,8913,220.0 pound
537,8915,100.0 gram
923,8917,
595,8918,66.60 watt
924,8919,
596,8920,300.0 watt
2362,8921,330.0 millilitre
925,8922,
597,8923,
538,8927,180.0 kilogram
926,8934,
598,8936,
927,8940,
539,8943,39.6 pound
928,8947,2230303.6 volt
929,8968,
540,8970,
541,8976,100.0 kilogram
930,8978,
599,8979,
542,8981,
931,8982,
543,8986,200.0 kilogram
2377,8989,177.0 millilitre
932,8995,
600,8996,
933,8998,
601,8999,
544,9001,300.0 pound
934,9002,
935,9008,120.0 volt
602,9011,
936,9012,
937,9015,110.0 volt
603,9016,3.0 watt
938,9018,80.0 volt
604,9019,
545,9021,800.0 pound
546,9026,350.0 pound
547,9029,
605,9036,1450.0 watt
939,9037,220.0 volt
548,9044,120.0 pound
2241,9047,473.0 millilitre
606,9048,
940,9049,
941,9052,
607,9055,1100.0 watt
942,9056,110.0 volt
943,9058,
608,9059,53.20 watt
609,9060,60.0 watt
549,9062,154.0 pound
550,9063,30.0 pound
944,9064,24.0 volt
610,9065,250.0 watt
551,9073,20.0 pound
2253,9092,31044704750.0 millilitre
945,9094,
946,9096,110.0 volt
611,9097,
947,9100,
612,9101,
552,9107,75.0 pound
613,9118,
948,9119,
949,9121,
614,9122,
950,9124,14.90 volt
615,9127,
951,9128,
952,9133,
616,9134,16.90 watt
953,9135,
553,9137,
954,9142,
955,9143,
554,9144,550.0 pound
956,9159,
555,9160,
957,9162,115.0 volt
958,9168,
959,9182,
960,9186,
961,9188,
617,9189,
962,9205,
618,9206,
556,9220,50.0 kilogram
963,9227,
619,9228,8.0 watt
557,9237,150.0 pound
558,9239,
964,9243,1210012.0 volt
620,9247,70.0 watt
965,9248,12.0 volt
559,9249,30.0 pound
966,9250,1.50 volt
560,9253,220.0 pound
967,9257,115.0 volt
2288,9259,
968,9272,
969,9273,6.0 volt
970,9275,
561,9278,33.0 pound
562,9279,110.0 pound
563,9280,330.0 pound
564,9283,265.0 pound
621,9291,7.0 watt
971,9292,
565,9294,440.0 pound
566,9298,
567,9299,
568,9301,
569,9304,
2300,9305,
570,9310,180.0 kilogram
972,9311,
622,9312,96.0 watt
623,9314,
973,9315,
974,9325,12.0 volt
624,9326,
975,9346,115.0 volt
625,9351,
976,9355,12.0 volt
626,9360,900.0 watt
977,9361,
571,9366,175.0 pound
572,9370,
2296,9371,
573,9373,550.0 pound
574,9375,
575,9378,26.0 pound
627,9379,1200.0 watt
978,9380,
979,9383,
576,9387,264.0 pound
628,9393,
980,9394,
629,9398,
577,9408,70.0 pound
578,9411,50.0 pound
579,9414,
580,9415,
981,9416,
630,9417,
982,9419,12.0 volt
983,9434,
581,9435,660.0 pound
582,9439,20.0 kilogram
984,9451,
2019,9467,325.0 millilitre
985,9476,
631,9477,
583,9478,170.0 pound
986,9481,24.0 volt
632,9482,
584,9484,330.0 pound
987,9485,
585,9486,22.0 pound
586,9488,800.0 pound
587,9489,54.0 kilogram
633,9494,
988,9513,115.0 volt
634,9514,
635,9516,
989,9517,110.0 volt
990,9518,
991,9522,
636,9523,
992,9535,
637,9536,1700.0 watt
993,9537,12.0 volt
638,9545,
994,9546,
588,9555,75.0 pound
995,9564,"[220.0, 240.0] volt"
996,9567,
589,9584,250.0 pound
1775,9586,
590,9590,10.0 kilogram
591,9604,
639,9607,
997,9608,"[220.0, 240.0] volt"
998,9623,
592,9629,
640,9632,
593,9637,330.0 pound
594,9638,265.0 pound
1746,9647,
641,9661,
999,9662,
1000,9665,
595,9666,
642,9669,
1001,9671,
596,9673,380.0 pound
643,9674,
1002,9675,24.0 volt
1003,9679,3.0 volt
644,9680,
1004,9681,
1005,9683,
1006,9689,
1007,9702,120.0 volt
645,9703,48.0 watt
1008,9711,
646,9712,1500.0 watt
1009,9718,
1806,9722,
1809,9723,
647,9728,500.0 watt
1010,9729,110.0 volt
597,9732,220.5 pound
648,9739,
1011,9740,
1012,9741,
649,9742,
598,9746,
1823,9747,120.0 millilitre
1013,9748,12.0 volt
650,9749,
599,9750,220.0 pound
1014,9758,
651,9759,8.0 watt
1015,9761,
1016,9762,
652,9763,
1017,9765,20.0 volt
653,9772,2.0 watt
654,9776,
1018,9777,
600,9779,
1019,9780,
655,9781,60.0 watt
1020,9784,
656,9785,
1784,9787,
657,9788,
1021,9789,
1022,9803,
658,9804,
601,9806,
1789,9807,250.0 millilitre
602,9814,150.0 pound
659,9820,
1023,9822,
660,9834,1000.0 watt
1024,9835,
1778,9838,
603,9840,
1025,9846,
604,9860,100.0 kilogram
605,9864,275.0 pound
1026,9866,
661,9867,
1666,9878,414.0 millilitre
662,9896,
1027,9897,
606,9910,800.0 pound
663,9911,
1028,9912,
1029,9918,
664,9923,
1030,9925,12.0 volt
1031,9929,
665,9930,16.33 watt
1032,9931,
607,9936,220.0 pound
1033,9948,
1034,9961,
666,9962,20.0 watt
608,9965,350.0 pound
1670,9966,
1035,9968,
1036,9978,127212.0 volt
1037,9983,
1038,9994,
1039,9997,
609,9999,300.0 pound
1641,10018,
1040,10025,3.70 volt
610,10026,330.0 pound
667,10029,
1041,10030,
611,10038,
612,10041,
613,10045,400.0 pound
1042,10054,
668,10055,
614,10064,330.0 pound
669,10066,
1043,10084,
1044,10094,
615,10098,
1045,10104,
1046,10105,
616,10111,15.0 kilogram
1047,10114,13.90 volt
617,10116,330.0 pound
1048,10117,
618,10118,160.0 pound
670,10119,
1049,10120,
1050,10123,
1051,10125,
671,10126,
619,10127,220.0 pound
1052,10128,110.0 volt
672,10129,800.0 watt
620,10134,330.0 pound
621,10135,60.0 pound
1053,10138,
622,10139,150.0 pound
623,10148,50.0 gram
1054,10150,25.0 volt
1055,10154,
673,10159,
1056,10160,
674,10164,
1057,10168,
1714,10174,
675,10178,
1058,10179,
1059,10180,
1060,10199,
676,10200,
677,10207,50.0 watt
1061,10208,
624,10214,250.0 pound
678,10219,
1062,10220,
1063,10222,
679,10223,3.0 watt
625,10229,330.0 pound
680,10231,
1064,10232,
681,10235,300000.0 watt
1065,10237,110.0 volt
626,10239,
682,10242,1200.0 watt
1066,10243,
627,10244,
1067,10245,
1725,10254,
628,10257,180.0 pound
683,10262,22.0 watt
1068,10263,220.0 volt
629,10264,1500.0 gram
1069,10273,
684,10274,
685,10277,500.0 watt
1070,10278,
630,10292,300.0 pound
1686,10296,
631,10302,
632,10303,150.0 kilogram
633,10304,
634,10305,30
1687,10309,
635,10314,
636,10315,450
1071,10317,
1696,10322,
637,10323,
1697,10326,
686,10330,38.0 watt
1072,10332,
1073,10333,
1702,10343,330.0 millilitre
638,10347,300.0 kilogram
639,10361,2014
1074,10370,
640,10379,11.0 ounce
1075,10391,5.0 volt
687,10392,
1076,10393,12.0 volt
688,10401,
641,10407,80
689,10408,
1077,10409,
1078,10410,6.0 volt
1079,10417,20.0 volt
642,10430,
1080,10432,
690,10433,
691,10436,48.0 watt
1081,10437,120.0 volt
643,10439,350.0 pound
644,10440,60.0 pound
692,10449,
1082,10450,
1083,10454,
1084,10457,120.0 volt
693,10459,56.0 watt
645,10460,20.0 pound
646,10461,
1966,10467,
1085,10476,
1086,10484,
647,10493,16.0 ounce
1087,10500,
1930,10516,473.0 millilitre
1088,10519,5.0 volt
1089,10523,
1090,10526,
1935,10528,200.0 millilitre
1091,10530,
694,10531,51.0 watt
695,10535,
1092,10536,
1093,10542,
648,10543,110.0 pound
696,10551,
1094,10552,
697,10555,
649,10556,265.0 pound
1095,10560,
1096,10569,
698,10570,140.0 watt
699,10573,
1097,10574,5.0 volt
650,10576,300.0 pound
1098,10579,
700,10580,
651,10581,30.0 pound
1939,10584,
652,10586,1000.0 gram
701,10588,60.0 watt
1099,10589,
1100,10590,
702,10592,100.0 watt
653,10598,220.0 pound
654,10601,150.0 pound
655,10602,
703,10603,300.0 watt
1101,10604,"[220.0, 240.0] volt"
656,10608,300.0 pound
704,10609,1200.0 watt
1102,10610,
657,10611,400.0 pound
658,10614,660.0 pound
1103,10619,
705,10621,27.0 watt
1104,10626,
1105,10628,
1944,10629,2.0 gallon
1106,10634,
659,10635,330.0 pound
660,10636,3000.0 pound
706,10639,1200.0 watt
1107,10646,
661,10647,36.5
1108,10648,
1109,10661,
662,10668,300.0 pound
1997,10669,
663,10679,
2005,10686,330.0 millilitre
1110,10687,20.0 volt
664,10697,800.0 pound
1111,10699,5.0 volt
665,10700,
1112,10702,
666,10705,
1113,10719,
1114,10721,
707,10722,
1115,10723,9.60 volt
1116,10728,
667,10731,50
1117,10732,110.0 volt
708,10733,400.0 watt
1118,10735,
1119,10755,
668,10757,330.0 pound
1120,10763,
709,10764,150.0 watt
1994,10773,
669,10781,200.0 kilogram
1121,10788,
1975,10791,59.0 millilitre
670,10801,25.0 pound
1979,10802,
1122,10803,
710,10804,
1123,10806,12.0 volt
671,10807,360
672,10816,660.0 pound
711,10817,2000.0 watt
673,10818,600.0 pound
674,10819,17
712,10820,3000.0 kilowatt
1124,10821,
1125,10822,"[220.0, 240.0] volt"
713,10823,
1126,10829,
1127,10833,7.40 volt
714,10834,150.0 watt
1128,10849,
715,10854,48.0 watt
1129,10855,
716,10856,
1130,10857,5.0 volt
1131,10859,5.0 volt
1989,10862,355.0 millilitre
675,10865,330.0 pound
676,10868,300.0 pound
1132,10870,138.0 volt
1133,10874,
1134,10876,7.40 volt
717,10877,
677,10896,70
718,10901,
1135,10902,
1136,10910,
678,10911,220.0 pound
